,Year-Quarter,Year,Quarter,Ticker,Security,Sector,Sub_Sector,Price,Stock_Price_Prev_Quarter,Stock_Price_Change_Ratio,EPS,PE_Ratio,Total_Debt,Total_Equity,Debt_to_Equity_Ratio,Net_Income,Return_on_Equity,Dividends,Dividend_Yield_Percent,Total_Return,Total_Return_Annualized,Date_Added,Founded,Dividend_Payer,Industry_PE,PE_vs_Industry,Year-Quarter_After_3Y,Year-Quarter_After_5Y,PE_ratio_After_3Y,PE_ratio_After_5Y,Price_After_3Y,Price_After_5Y,Price_Change_After_3Y,Price_Change_After_5Y,Dividends_After_3Y,Dividends_After_5Y,Dividend_Yield_After_3Y,Dividend_Yield_After_5Y,Total_Return_After_3Y,Total_Return_After_5Y,CAGR_3Y,CAGR_5Y,PE_Category,D/E_Category,ROE_Segment,Value_Investing,Investment_Type
64,2019-01-01,2019,1,AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",45.55,37.66,0.20950610727562413,2.97,15.32,236140000000.0,105860000000.0,2.23,57170000000.0,0.5129,0.1825,0.00484599044078598,0.21435209771641012,1.1745956226123,1982-11-30,1977,1,24.68405405405405,0.6206435930844949,2022-Q1,2024-Q1,27.93,26.57,172.02,170.86,2.7765093304061477,2.751042810098793,2.47,4.35,0.05422612513721186,0.09549945115257959,2.8307354555433593,2.8465422612513724,56.46866858817221,30.922443319095038,2_Fairly Valued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
65,2019-04-01,2019,2,AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",47.65,45.55,0.04610318331503849,2.93,16.25,225780000000.0,96460000000.0,2.34,55700000000.0,0.5213,0.1925,0.0042261251372118554,0.050329308452250344,0.21703183029558026,1982-11-30,1977,1,30.315405405405407,0.536031096490055,2022-Q2,2024-Q2,22.26,31.99,134.89,210.15,1.8308499475341025,3.4102833158447012,2.5075,4.4075,0.05262329485834208,0.09249737670514166,1.8834732423924447,3.502780692549843,42.332903428213854,35.112695746854186,2_Fairly Valued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
66,2019-07-01,2019,3,AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",54.12,47.65,0.13578174186778602,2.96,18.27,248030000000.0,90490000000.0,2.74,55260000000.0,0.5382,0.1925,0.0040398740818468,0.13982161594963283,0.6879032728224597,1982-11-30,1977,1,92.65378378378378,0.1971856869076685,2022-Q3,2024-Q3,22.35,38.28,136.54,232.74,1.5229120473022912,3.3004434589800447,2.545,4.465,0.047025129342202515,0.08250184774575019,1.5699371766444936,3.3829453067257953,36.9748506705652,34.38574716141811,2_Fairly Valued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
88,2014-04-01,2014,2,ABBV,AbbVie,Health Care,Biotechnology,36.71,33.13,0.10805916088137635,2.59,14.17,23830000000.0,5220000000.0,4.57,4170000000.0,0.9275,0.42,0.01267733172351343,0.12073649260488978,0.5776623205997182,2012-12-31,2013 (1888),1,23.188787878787878,0.6110711812134914,2017-Q2,2019-Q2,12.9,20.95,52.49,57.0,0.42985562517025344,0.5527104331244892,6.42,13.43,0.1748842277308635,0.3658403704712612,0.604739852901117,0.9185508035957506,17.076090784283004,13.918605693138918,1_Moderately Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
89,2014-07-01,2014,3,ABBV,AbbVie,Health Care,Biotechnology,37.85,36.71,0.03105420866248987,2.3,16.46,23810000000.0,4650000000.0,5.13,3710000000.0,0.7793000000000001,0.42,0.011441024244075183,0.04249523290656505,0.18112622080531193,2012-12-31,2013 (1888),1,23.62030303030303,0.6968581215441262,2017-Q3,2019-Q3,15.79,27.77,64.89,60.25,0.7143989431968296,0.5918097754293263,6.64,14.08,0.17542932628797886,0.37199471598414796,0.8898282694848083,0.963804491413474,23.63481416946882,14.451015331685957,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
90,2014-10-01,2014,4,ABBV,AbbVie,Health Care,Biotechnology,43.21,37.85,0.14161162483487444,1.31,32.99,25770000000.0,1740000000.0,14.79,1770000000.0,0.4353,0.42,0.011096433289299866,0.15270805812417432,0.7655390049548907,2012-12-31,2013 (1888),1,25.727575757575757,1.2822817163519866,2017-Q4,2019-Q4,21.62,13.54,71.12,71.48,0.6459152973848648,0.6542467021522795,6.86,14.73,0.158759546401296,0.34089331173339504,0.8046748437861606,0.9951400138856747,21.74925755805248,14.813954576623445,3_Expensive,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
91,2015-01-01,2015,1,ABBV,AbbVie,Health Care,Biotechnology,38.96,43.21,-0.09835686183753756,1.26,30.92,25320000000.0,1380000000.0,18.39,1820000000.0,0.5595,0.49,0.01133996760009257,-0.08701689423744499,-0.30521415014759956,2012-12-31,2013 (1888),1,27.67,1.117455728225515,2018-Q1,2020-Q1,17.66,11.03,70.1,62.33,0.7992813141683777,0.5998459958932238,7.08,15.42,0.18172484599589322,0.3957905544147844,0.9810061601642708,0.9956365503080082,25.591990039942036,14.819668825794885,3_Expensive,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
92,2015-04-01,2015,2,ABBV,AbbVie,Health Care,Biotechnology,45.08,38.96,0.15708418891170428,1.78,25.33,48350000000.0,5500000000.0,8.79,2080000000.0,0.6283,0.51,0.013090349075975359,0.17017453798767965,0.8750056294741164,2012-12-31,2013 (1888),1,28.21363636363636,0.8977928145642017,2018-Q2,2020-Q2,17.16,17.33,69.34,81.47,0.5381543921916594,0.807231588287489,7.53,16.09,0.16703637976929903,0.3569210292812777,0.7051907719609585,1.1641526175687669,19.46966829862977,16.696431780597564,3_Expensive,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
93,2015-07-01,2015,3,ABBV,AbbVie,Health Care,Biotechnology,36.78,45.08,-0.18411712511091383,1.69,21.76,49970000000.0,4860000000.0,10.28,2820000000.0,0.8355,0.51,0.011313220940550133,-0.1728039041703637,-0.5317973106505667,2012-12-31,2013 (1888),1,23.020909090909093,0.9452276586502388,2018-Q3,2020-Q3,14.77,15.55,71.49,73.55,0.9437194127243065,0.9997281131049482,7.9799999999999995,16.76,0.21696574225122348,0.4556824361065797,1.1606851549755302,1.455410549211528,29.279747750050888,19.680893675346955,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
94,2015-10-01,2015,4,ABBV,AbbVie,Health Care,Biotechnology,40.42,36.78,0.09896682979880378,3.12,12.96,49110000000.0,3950000000.0,12.45,5140000000.0,1.3115,0.51,0.013866231647634585,0.11283306144643837,0.5336281764218342,2012-12-31,2013 (1888),1,25.478484848484847,0.5086644703195805,2018-Q4,2020-Q4,19.67,31.89,70.42,91.21,0.7422068283028203,1.2565561603166748,8.43,17.43,0.20856011875309252,0.43122216724393864,0.9507669470559126,1.687778327560613,24.949674612087858,21.864914899933673,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
95,2016-01-01,2016,1,ABBV,AbbVie,Health Care,Biotechnology,39.41,40.42,-0.024987629886195073,2.43,16.22,49080000000.0,4640000000.0,10.57,5480000000.0,1.1556,0.57,0.014101929737753585,-0.010885700148441488,-0.0428369555006991,2012-12-31,2013 (1888),1,24.475151515151516,0.6627129556259904,2019-Q1,2021-Q1,17.86,32.93,62.34,93.19,0.5818320223293583,1.3646282669373258,8.93,18.159999999999997,0.22659223547323015,0.4607967520933773,0.8084242578025886,1.8254250190307029,21.83351513747258,23.088295383343315,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
96,2016-04-01,2016,2,ABBV,AbbVie,Health Care,Biotechnology,43.13,39.41,0.0943922862217712,3.47,12.43,61570000000.0,5640000000.0,10.92,5720000000.0,1.1985,0.57,0.01446333417914235,0.10885562040091355,0.5118197286691009,2012-12-31,2013 (1888),1,22.24,0.5589028776978417,2019-Q2,2021-Q2,20.95,26.47,57.0,98.19,0.3215859030837003,1.2766056109436583,9.43,18.889999999999997,0.21864131694875955,0.43797820542545784,0.54022722003246,1.7145838163691165,15.485714268746143,22.10702523832211,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
97,2016-07-01,2016,3,ABBV,AbbVie,Health Care,Biotechnology,44.32,43.13,0.02759100394157188,3.61,12.28,60160000000.0,6470000000.0,9.3,6080000000.0,1.1749,0.57,0.013215859030837003,0.04080686297240888,0.1734932315383908,2012-12-31,2013 (1888),1,23.068484848484847,0.5323279825552374,2019-Q3,2021-Q3,27.77,22.64,60.25,95.07,0.35943140794223827,1.145081227436823,9.93,19.62,0.2240523465703971,0.4426895306859206,0.5834837545126355,1.5877707581227436,16.55686846415683,20.944231756229282,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
98,2016-10-01,2016,4,ABBV,AbbVie,Health Care,Biotechnology,44.41,44.32,0.002030685920577424,3.72,11.94,61460000000.0,4640000000.0,13.26,5950000000.0,1.1133,0.57,0.012861010830324909,0.014891696750902333,0.060910621662472186,2012-12-31,2013 (1888),1,20.696363636363635,0.5769129403496442,2019-Q4,2021-Q4,13.54,23.09,71.48,120.76,0.6095473992344069,1.7192073857239363,10.43,20.35,0.23485701418599417,0.4582301283494709,0.844404413420401,2.1774375140734072,22.63620919474951,26.01301531167721,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
99,2017-01-01,2017,1,ABBV,AbbVie,Health Care,Biotechnology,46.7,44.41,0.05156496284620604,3.86,12.1,60670000000.0,5000000000.0,12.14,6310000000.0,1.1608,0.64,0.014411168655708175,0.06597613150191421,0.29118930967491985,2012-12-31,2013 (1888),1,27.923333333333336,0.4333293541840754,2020-Q1,2022-Q1,11.03,19.96,62.33,146.11,0.33468950749464654,2.1286937901498932,10.97,21.12,0.2349036402569593,0.45224839400428263,0.5695931477516059,2.5809421841541758,16.21504767073867,29.0623182770789,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
100,2017-04-01,2017,2,ABBV,AbbVie,Health Care,Biotechnology,52.49,46.7,0.12398286937901504,4.07,12.9,60990000000.0,6010000000.0,10.15,6620000000.0,1.1966,0.64,0.013704496788008565,0.1376873661670236,0.6752967322210579,2012-12-31,2013 (1888),1,28.51,0.4524728165555945,2020-Q2,2022-Q2,17.33,23.02,81.47,139.27,0.552105162888169,1.65326728900743,11.51,21.89,0.21927986283101542,0.4170318155839207,0.7713850257191845,2.070299104591351,20.99599344061618,25.15152247429082,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
101,2017-07-01,2017,3,ABBV,AbbVie,Health Care,Biotechnology,64.89,52.49,0.23623547342350926,4.11,15.79,62150000000.0,6690000000.0,9.3,6650000000.0,1.1909,0.64,0.012192798628310153,0.24842827205181942,1.4291502653294845,2012-12-31,2013 (1888),1,30.098787878787878,0.524605843384411,2020-Q3,2022-Q3,15.55,16.45,73.55,123.18,0.133456618893512,0.8982894128525198,12.049999999999999,22.66,0.18569887501926335,0.3492063492063492,0.3191554939127754,1.2474957620588687,9.672732358358882,17.581711196690918,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
102,2017-10-01,2017,4,ABBV,AbbVie,Health Care,Biotechnology,71.12,64.89,0.09600862998921267,3.29,21.62,65690000000.0,5100000000.0,12.89,5310000000.0,0.9318,0.64,0.009862844814301126,0.10587147480351379,0.4956109064769816,2012-12-31,2013 (1888),1,88.01030303030304,0.24565305714895638,2020-Q4,2022-Q4,31.89,22.66,91.21,149.8,0.28248031496062964,1.106299212598425,12.59,23.43,0.17702474690663667,0.3294431946006749,0.4595050618672665,1.4357424071991,13.431898750061322,19.48854463780616,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
103,2018-01-01,2018,1,ABBV,AbbVie,Health Care,Biotechnology,70.1,71.12,-0.014341957255343263,3.97,17.66,65790000000.00001,3550000000.0,18.52,6380000000.0,1.1957,0.71,0.00998312710911136,-0.004358830146231903,-0.017321655083122556,2012-12-31,2013 (1888),1,100.85545454545455,0.17510208128644955,2021-Q1,2023-Q1,32.93,35.26,93.19,149.16,0.32938659058487874,1.1278174037089874,13.18,24.200000000000003,0.18801711840228247,0.3452211126961484,0.5174037089871615,1.4730385164051358,14.912440192567121,19.852245739803397,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
104,2018-04-01,2018,2,ABBV,AbbVie,Health Care,Biotechnology,69.34,70.1,-0.01084165477888721,4.04,17.16,65019999999.99999,-3380000000.0,-19.26,6450000000.0,2.1565,0.96,0.013694721825962911,0.0028530670470757,0.011461201099779661,2012-12-31,2013 (1888),1,58.22272727272727,0.2947302677804669,2021-Q2,2023-Q2,26.47,26.18,98.19,127.24,0.4160657629074127,0.8350158638592442,13.520000000000001,24.72,0.19498125180271128,0.3565041822901644,0.6110470147101239,1.1915200461494084,17.229272943316353,16.99009388931987,2_Fairly Valued,Negative Equity,High ROE (Strong profitability),1,Value_Investing
105,2018-07-01,2018,3,ABBV,AbbVie,Health Care,Biotechnology,71.49,69.34,0.03100663397750214,4.84,14.77,69090000000.0,-2920000000.0,-23.65,7570000000.0,12.8547,0.96,0.013844822613210267,0.04485145659071241,0.19184069435835172,2012-12-31,2013 (1888),1,78.65363636363637,0.18778534194801141,2021-Q3,2023-Q3,22.64,39.0,95.07,142.34,0.32983634074695756,0.9910476989788783,13.86,25.24,0.19387326898866974,0.3530563715204924,0.5237096097356273,1.344104070499371,15.071401399029272,18.57561280971951,1_Moderately Undervalued,Negative Equity,High ROE (Strong profitability),1,Value_Investing
106,2018-10-01,2018,4,ABBV,AbbVie,Health Care,Biotechnology,70.42,71.49,-0.014967128269687935,3.58,19.67,67800000000.0,-8449999999.999999,-8.03,5690000000.0,-2.0331,0.96,0.013428451531682753,-0.0015386767380051822,-0.006140516361220594,2012-12-31,2013 (1888),1,26.76818181818182,0.7348276447614196,2021-Q4,2023-Q4,23.09,54.75,120.76,149.46,0.7148537347344506,1.1224084067026414,14.200000000000001,25.759999999999998,0.20164725930133487,0.36580516898608345,0.9165009940357853,1.4882135756887247,24.21375276401654,19.998973513387263,2_Fairly Valued,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
107,2019-01-01,2019,1,ABBV,AbbVie,Health Care,Biotechnology,62.34,70.42,-0.11474013064470323,3.49,17.86,64599999999.99999,-7830000000.0,-8.25,5360000000.0,-0.95,1.07,0.015194547003692133,-0.0995455836410111,-0.3425739179973972,2012-12-31,2013 (1888),1,94.15878787878788,0.18967958702900323,2022-Q1,2024-Q1,19.96,52.61,146.11,177.3,1.3437600256657043,1.8440808469682386,14.540000000000001,26.24,0.233237086942573,0.4209175489252486,1.5769971126082774,2.2649983958934876,37.10016495343322,26.69999403824781,2_Fairly Valued,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
108,2019-04-01,2019,2,ABBV,AbbVie,Health Care,Biotechnology,57.0,62.34,-0.08565928777670839,2.72,20.95,65709999999.99999,-8570000000.0,-7.67,4120000000.0,-0.5934,1.07,0.017163939685595122,-0.06849534809111327,-0.24709511945664875,2012-12-31,2013 (1888),1,27.085757575757572,0.7734692279292483,2022-Q2,2024-Q2,23.02,33.99,139.27,168.59,1.4433333333333334,1.957719298245614,14.88,26.72,0.26105263157894737,0.4687719298245614,1.704385964912281,2.4264912280701756,39.32302364686677,27.92927093693882,2_Fairly Valued,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
109,2019-07-01,2019,3,ABBV,AbbVie,Health Care,Biotechnology,60.25,57.0,0.05701754385964919,2.17,27.77,67670000000.0,-8230000000.0,-8.23,3260000000.0,-0.3938,1.07,0.018771929824561405,0.0757894736842106,0.33939650709371527,2012-12-31,2013 (1888),1,24.3530303030303,1.140309836371555,2022-Q3,2024-Q3,16.45,62.99,123.18,195.9,1.0444813278008298,2.2514522821576763,15.219999999999999,27.2,0.2526141078838174,0.45145228215767635,1.2970954356846476,2.7029045643153524,31.945022936748746,29.929720378856217,3_Expensive,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
131,2014-04-01,2014,2,ABT,Abbott Laboratories,Health Care,Health Care Equipment,33.45,31.31,0.06834877036090714,1.52,22.01,17770000000.0,23700000000.0,0.75,2400000000.0,0.0996,0.22,0.007026509102523156,0.0753752794634303,0.3373349513834023,1957-03-04,1888,1,23.188787878787878,0.9491656103393752,2017-Q2,2019-Q2,60.0,46.92,42.6,76.49,0.2735426008968609,1.2866965620328847,2.9699999999999998,5.260000000000001,0.08878923766816142,0.15724962630792227,0.36233183856502227,1.443946188340807,10.85645049296775,19.56892587131214,2_Fairly Valued,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
132,2014-07-01,2014,3,ABT,Abbott Laboratories,Health Care,Health Care Equipment,34.19,33.45,0.022122571001494507,1.27,26.92,19520000000.0,22990000000.0,0.85,1970000000.0,0.0825,0.22,0.006576980568011957,0.028699551569506463,0.11983542544224113,1957-03-04,1888,1,23.62030303030303,1.1396974867538199,2017-Q3,2019-Q3,37.02,41.51,47.02,76.38,0.3752559227844401,1.233986545773618,3.015,5.359999999999999,0.0881836794384323,0.15677098566832406,0.4634396022228724,1.3907575314419423,13.533737367927934,19.043889076554322,3_Expensive,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
133,2014-10-01,2014,4,ABT,Abbott Laboratories,Health Care,Health Care Equipment,37.21,34.19,0.08832992102954096,1.49,24.97,19570000000.0,21640000000.0,0.9,2280000000.0,0.0994999999999999,0.22,0.006434630008774496,0.09476455103831545,0.43642483512644636,1957-03-04,1888,1,25.727575757575757,0.9705539392940012,2017-Q4,2019-Q4,194.36,38.65,50.53,79.62,0.35796828809459824,1.13974737973663,3.06,5.46,0.08223595807578608,0.14673474872346143,0.44020424617038434,1.2864821284600914,12.92966218568461,17.986837965939806,2_Fairly Valued,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
134,2015-01-01,2015,1,ABT,Abbott Laboratories,Health Care,Health Care Equipment,38.5,37.21,0.03466809997312548,2.76,13.95,21110000000.0,21990000000.0,0.96,4200000000.0,0.186,0.24,0.0064498790647675355,0.041117979037893014,0.17489697450702124,1957-03-04,1888,1,27.67,0.5041561257679797,2018-Q1,2020-Q1,213.23,36.5,53.31,72.63,0.3846753246753247,0.8864935064935064,3.1,5.58,0.08051948051948052,0.14493506493506494,0.4651948051948054,1.0314285714285711,13.57910881977913,15.228606880731732,1_Moderately Undervalued,Moderate Leverage,Moderate ROE (Sustainable profitability),1,Value_Investing
135,2015-04-01,2015,2,ABT,Abbott Laboratories,Health Care,Health Care Equipment,40.99,38.5,0.06467532467532466,2.98,13.76,21000000000.0,23130000000.0,0.91,4520000000.0,0.2014,0.24,0.006233766233766234,0.0709090909090909,0.31525639222457436,1957-03-04,1888,1,28.21363636363636,0.4877074270984373,2018-Q2,2020-Q2,109.04,48.84,54.52,84.5,0.3300805074408393,1.0614784093681386,3.14,5.7,0.07660404976823615,0.13905830690412296,0.40668455720907537,1.2005367162722616,12.046657782014414,17.08620337590836,1_Moderately Undervalued,Moderate Leverage,Moderate ROE (Sustainable profitability),1,Value_Investing
136,2015-07-01,2015,3,ABT,Abbott Laboratories,Health Care,Health Care Equipment,33.76,40.99,-0.1763844840204929,3.0,11.25,20510000000.0,21220000000.0,0.97,4560000000.0,0.2073999999999999,0.24,0.005855086606489387,-0.1705293974140035,-0.5266264422957643,1957-03-04,1888,1,23.020909090909093,0.48868617462385966,2018-Q3,2020-Q3,137.23,53.42,65.87,100.96,0.9511255924170618,1.9905213270142181,3.18,5.82,0.09419431279620855,0.17239336492890997,1.0453199052132707,2.1629146919431284,26.936664333837967,25.89761290910697,1_Moderately Undervalued,Moderate Leverage,Moderate ROE (Sustainable profitability),1,Value_Investing
137,2015-10-01,2015,4,ABT,Abbott Laboratories,Health Care,Health Care Equipment,37.91,33.76,0.12292654028436023,2.92,12.98,19920000000.0,21330000000.0,0.93,4420000000.0,0.2018,0.24,0.007109004739336493,0.1300355450236967,0.6306787709122168,1957-03-04,1888,1,25.478484848484847,0.5094494463540242,2018-Q4,2020-Q4,49.03,40.76,65.21,101.91,0.720126615668689,1.688208915853337,3.22,5.94,0.08493801107887103,0.15668689000263786,0.8050646267475601,1.8448958058559746,21.758022270829926,23.257476784587894,1_Moderately Undervalued,Moderate Leverage,Moderate ROE (Sustainable profitability),1,Value_Investing
138,2016-01-01,2016,1,ABT,Abbott Laboratories,Health Care,Health Care Equipment,35.54,37.91,-0.0625164864151938,1.62,21.94,18800000000.0,20840000000.0,0.9,2450000000.0,0.1131,0.26,0.0068583487206541815,-0.055658137694539624,-0.20472566190272523,1957-03-04,1888,1,24.475151515151516,0.8964193740095088,2019-Q1,2021-Q1,48.92,35.11,72.4,112.0,1.0371412492965675,2.1513787281935848,3.2800000000000002,6.13,0.09229037703995499,0.17248171074845245,1.1294316263365225,2.323860438942037,28.653389706198908,27.153569426102454,2_Fairly Valued,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
